user_id,repo_id,exact_contributions
11543239,7691631,1
770982,21737266,1
1,3228505,1
6754603,34526884,1
26195433,177736533,1
46622558,33015583,1
41692486,177736533,1
972813,34526884,1
6767,7691631,1
16440892,177736533,1
6505863,33015583,1
875405,21737266,1
142784,3228505,1
241601,7691631,1
11050286,3228505,1
1191606,34526884,1
8692892,177736533,1
4493087,21737266,1
3902480,33015583,1
20694238,34526884,1
123894,33015583,1
43191155,7691631,1
25722,3228505,1
2380281,21737266,1
9209882,34526884,1
8814974,7691631,1
6772799,177736533,1
57227420,34526884,1
73069040,33015583,1
18671459,177736533,1
163168,3228505,1
945528,21737266,1
16067344,177736533,1
542154,7691631,1
1862677,177736533,1
33356467,34526884,1
5084346,21737266,1
326559,33015583,1
6186377,7691631,1
6532060,3228505,1
2029255,21737266,1
47912291,33015583,1
8566082,3228505,1
43894452,33015583,1
31420484,3228505,1
16241981,34526884,1
16082525,7691631,1
139344558,34526884,1
973543,21737266,1
1454089,7691631,1
34835258,34526884,1
6031925,3228505,1
11733086,177736533,1
5979704,7691631,1
8597746,177736533,1
46070909,177736533,1
3462566,33015583,1
2123375,21737266,1
2013804,3228505,1
55332,7691631,1
1445984,21737266,1
19887676,33015583,1
53512912,34526884,1
216188,21737266,1
56781123,33015583,1
9091881,3228505,1
144949,33015583,1
13637803,34526884,1
16489115,177736533,1
25877145,177736533,1
1062,7691631,1
1612291,7691631,1
39293,3228505,1
13050025,21737266,1
6614172,3228505,1
4745083,21737266,1
13326758,33015583,1
2302194,21737266,1
11133593,33015583,1
13925302,34526884,1
126104,7691631,1
52951555,177736533,1
49583235,34526884,1
2955214,34526884,1
943110,3228505,1
10934340,7691631,1
114554280,21737266,1
7121753,33015583,1
18690868,177736533,1
3351083,7691631,1
21202514,177736533,1
1472881,34526884,1
637714,3228505,1
59975445,33015583,1
22414322,177736533,1
16076993,177736533,1
1528852,21737266,1
275966,7691631,1
31663267,33015583,1
57325448,21737266,1
3212673,3228505,1
10771591,34526884,1
30405643,3228505,1
9605357,34526884,1
3758971,7691631,1
14356347,33015583,1
4623196,21737266,1
16218316,7691631,1
4067115,34526884,1
196630,3228505,1
36858976,33015583,1
11786283,34526884,1
902384,21737266,1
8176355,177736533,1
1481125,177736533,1
2925395,3228505,1
228886,3228505,1
22728,7691631,1
1763311,21737266,1
12191303,33015583,1
89337295,177736533,1
36916814,34526884,1
1284,7691631,1
1703020,21737266,1
117025882,33015583,1
42113006,7691631,1
49313978,177736533,1
37165188,177736533,1
623483,7691631,1
20939839,34526884,1
4170335,34526884,1
10731781,3228505,1
22371089,34526884,1
3072903,33015583,1
8069753,21737266,1
6730217,21737266,1
2193314,3228505,1
1090235,3228505,1
8360934,177736533,1
8657653,21737266,1
52727543,7691631,1
8267636,33015583,1
33001894,33015583,1
